,top-left-square,top-middle-square,top-right-square,middle-left-square,middle-middle-square,middle-right-square,bottom-left-square,bottom-middle-square,bottom-right-square
693,10,01,01,10,01,00,01,10,10
694,10,01,01,00,10,01,10,10,01
695,10,01,01,00,01,10,10,01,10
696,10,01,01,00,01,10,01,10,10
697,10,01,00,10,01,10,01,01,10
698,10,01,00,10,01,10,00,01,00
699,10,01,00,10,01,00,00,01,10
700,10,01,00,01,01,10,10,01,10
701,10,01,00,00,01,10,10,01,00
702,10,01,00,00,01,10,00,01,10
703,10,01,00,00,01,00,10,01,10
704,10,00,10,10,10,01,01,01,01
705,10,00,10,10,01,10,01,01,01
706,10,00,10,10,00,00,01,01,01
707,10,00,10,01,10,10,01,01,01
708,10,00,10,01,01,01,10,10,01
709,10,00,10,01,01,01,10,01,10
710,10,00,10,01,01,01,10,00,00
711,10,00,10,01,01,01,01,10,10
712,10,00,10,01,01,01,00,10,00
713,10,00,10,01,01,01,00,00,10
714,10,00,10,00,10,00,01,01,01
715,10,00,10,00,00,10,01,01,01
716,10,00,01,10,10,01,01,10,01
717,10,00,01,10,10,01,00,00,01
718,10,00,01,10,01,10,01,10,01
719,10,00,01,10,01,10,01,01,10
720,10,00,01,10,01,10,01,00,00
721,10,00,01,10,01,01,01,10,10
722,10,00,01,10,01,00,01,10,00
723,10,00,01,10,01,00,01,00,10
724,10,00,01,10,00,01,00,10,01
725,10,00,01,01,10,01,10,10,01
726,10,00,01,01,01,10,01,10,10
727,10,00,01,00,10,01,10,00,01
728,10,00,01,00,10,01,00,10,01
729,10,00,01,00,01,10,01,10,00
730,10,00,01,00,01,10,01,00,10
731,10,00,01,00,01,00,01,10,10
732,10,00,01,00,00,01,10,10,01
733,10,00,00,10,10,00,01,01,01
734,10,00,00,10,00,10,01,01,01
735,10,00,00,01,01,01,10,10,00
736,10,00,00,01,01,01,10,00,10
737,10,00,00,01,01,01,00,10,10
738,10,00,00,00,10,10,01,01,01
739,01,10,10,10,10,00,01,01,01
740,01,10,10,10,01,10,01,00,01
741,01,10,10,10,01,10,00,01,01
742,01,10,10,10,01,01,10,00,01
743,01,10,10,10,01,01,00,10,01
744,01,10,10,10,01,00,10,01,01
745,01,10,10,10,01,00,01,10,01
746,01,10,10,10,01,00,00,00,01
747,01,10,10,10,00,10,01,01,01
748,01,10,10,01,10,10,01,01,00
749,01,10,10,01,10,10,01,00,01
750,01,10,10,01,10,01,01,00,10
751,01,10,10,01,10,00,01,01,10
752,01,10,10,01,10,00,01,00,00
753,01,10,10,01,01,10,10,00,01
754,01,10,10,01,01,10,01,10,00
755,01,10,10,01,01,10,00,10,01
756,01,10,10,01,01,01,10,10,00
757,01,10,10,01,01,01,10,00,10
758,01,10,10,01,01,01,00,10,10
759,01,10,10,01,01,00,10,10,01
760,01,10,10,01,01,00,01,10,10
761,01,10,10,01,00,10,01,10,01
762,01,10,10,01,00,10,01,00,00
763,01,10,10,01,00,01,01,10,10
764,01,10,10,01,00,00,01,10,00
765,01,10,10,01,00,00,01,00,10
766,01,10,10,00,10,10,01,01,01
767,01,10,10,00,01,10,10,01,01
768,01,10,10,00,01,10,01,10,01
769,01,10,10,00,01,10,00,00,01
770,01,10,10,00,01,01,10,10,01
771,01,10,10,00,01,00,10,00,01
772,01,10,10,00,01,00,00,10,01
773,01,10,01,10,10,01,10,00,01
774,01,10,01,10,01,10,10,00,01
775,01,10,01,10,01,10,01,10,00
776,01,10,01,10,01,10,01,00,10
777,01,10,01,10,01,10,00,10,01
778,01,10,01,10,01,00,10,10,01
779,01,10,01,10,01,00,01,10,10
780,01,10,01,10,00,01,10,10,01
781,01,10,01,01,10,10,01,00,10
782,01,10,01,01,00,10,01,10,10
783,01,10,01,00,01,10,10,10,01
784,01,10,01,00,01,10,01,10,10
785,01,10,00,10,01,10,10,01,01
786,01,10,00,10,01,10,01,10,01
787,01,10,00,10,01,10,00,00,01
788,01,10,00,10,01,01,10,10,01
789,01,10,00,10,01,00,10,00,01
790,01,10,00,10,01,00,00,10,01
791,01,10,00,01,10,10,01,01,10
792,01,10,00,01,10,10,01,00,00
793,01,10,00,01,10,00,01,00,10
794,01,10,00,01,01,10,10,10,01
795,01,10,00,01,01,10,01,10,10
796,01,10,00,01,00,10,01,10,00
797,01,10,00,01,00,10,01,00,10
798,01,10,00,01,00,00,01,10,10
799,01,10,00,00,01,10,10,00,01
800,01,10,00,00,01,10,00,10,01
801,01,10,00,00,01,00,10,10,01
802,01,01,10,10,01,10,10,01,00
803,01,01,10,10,01,10,10,00,01
804,01,01,10,10,01,10,00,10,01
805,01,01,10,10,01,00,10,10,01
806,01,01,10,10,01,00,10,01,10
807,01,01,10,01,10,10,01,10,00
808,01,01,10,01,10,00,01,10,10
809,01,01,10,00,01,10,10,10,01
810,01,01,01,10,10,01,10,10,00
811,01,01,01,10,10,01,10,00,10
812,01,01,01,10,10,01,00,10,10
813,01,01,01,10,10,00,10,10,01
814,01,01,01,10,10,00,10,01,10
815,01,01,01,10,10,00,10,00,00
816,01,01,01,10,10,00,01,10,10
817,01,01,01,10,10,00,00,10,00
818,01,01,01,10,10,00,00,00,10
819,01,01,01,10,01,10,10,10,00
820,01,01,01,10,01,10,10,00,10
821,01,01,01,10,01,10,00,10,10
822,01,01,01,10,00,10,10,10,01
823,01,01,01,10,00,10,10,01,10
824,01,01,01,10,00,10,10,00,00
825,01,01,01,10,00,10,01,10,10
826,01,01,01,10,00,10,00,10,00
827,01,01,01,10,00,10,00,00,10
828,01,01,01,10,00,00,10,10,00
829,01,01,01,10,00,00,10,00,10
830,01,01,01,10,00,00,00,10,10
831,01,01,01,01,10,10,10,10,00
832,01,01,01,01,10,10,10,00,10
833,01,01,01,01,10,10,00,10,10
834,01,01,01,00,10,10,10,10,01
835,01,01,01,00,10,10,10,01,10
836,01,01,01,00,10,10,10,00,00
837,01,01,01,00,10,10,01,10,10
838,01,01,01,00,10,10,00,10,00
839,01,01,01,00,10,10,00,00,10
840,01,01,01,00,10,00,10,10,00
841,01,01,01,00,10,00,10,00,10
842,01,01,01,00,10,00,00,10,10
843,01,01,01,00,00,10,10,10,00
844,01,01,01,00,00,10,10,00,10
845,01,01,01,00,00,10,00,10,10
846,01,01,00,10,01,10,10,10,01
847,01,01,00,10,01,10,10,01,10
848,01,01,00,01,10,10,01,10,10
849,01,00,10,10,01,10,10,01,01
850,01,00,10,10,01,10,01,10,01
851,01,00,10,10,01,10,00,00,01
852,01,00,10,10,01,01,10,10,01
853,01,00,10,10,01,00,10,00,01
854,01,00,10,10,01,00,00,10,01
855,01,00,10,01,10,10,01,10,01
856,01,00,10,01,10,10,01,00,00
857,01,00,10,01,10,01,01,10,10
858,01,00,10,01,10,00,01,10,00
859,01,00,10,01,10,00,01,00,10
860,01,00,10,01,01,10,10,10,01
861,01,00,10,01,00,10,01,10,00
862,01,00,10,01,00,00,01,10,10
863,01,00,10,00,01,10,10,00,01
864,01,00,10,00,01,10,00,10,01
865,01,00,10,00,01,00,10,10,01
866,01,00,01,10,10,01,10,10,01
867,01,00,01,10,01,10,10,10,01
868,01,00,01,10,01,10,01,10,10
869,01,00,01,01,10,10,01,10,10
870,01,00,00,10,01,10,10,00,01
871,01,00,00,10,01,10,00,10,01
872,01,00,00,10,01,00,10,10,01
873,01,00,00,01,10,10,01,10,00
874,01,00,00,01,10,10,01,00,10
875,01,00,00,01,10,00,01,10,10
876,01,00,00,01,00,10,01,10,10
877,01,00,00,00,01,10,10,10,01
878,00,10,10,10,10,01,01,01,01
879,00,10,10,10,01,10,01,01,01
880,00,10,10,10,00,00,01,01,01
881,00,10,10,01,10,10,01,01,01
882,00,10,10,01,01,01,10,10,01
883,00,10,10,01,01,01,10,01,10
884,00,10,10,01,01,01,10,00,00
885,00,10,10,01,01,01,01,10,10
886,00,10,10,01,01,01,00,10,00
887,00,10,10,01,01,01,00,00,10
888,00,10,10,00,10,00,01,01,01
889,00,10,10,00,00,10,01,01,01
890,00,10,01,10,10,01,10,01,01
891,00,10,01,10,10,01,00,00,01
892,00,10,01,10,01,10,01,10,01
893,00,10,01,10,01,10,01,01,10
894,00,10,01,10,01,10,01,00,00
895,00,10,01,10,01,01,10,10,01
896,00,10,01,10,01,01,01,10,10
897,00,10,01,10,01,00,01,10,00
898,00,10,01,10,01,00,01,00,10
899,00,10,01,10,00,01,10,00,01
900,00,10,01,10,00,01,00,10,01
901,00,10,01,01,01,10,01,10,10
902,00,10,01,00,10,01,10,00,01
903,00,10,01,00,01,10,01,10,00
904,00,10,01,00,01,10,01,00,10
905,00,10,01,00,01,00,01,10,10
906,00,10,01,00,00,01,10,10,01
907,00,10,00,10,10,00,01,01,01
908,00,10,00,10,00,10,01,01,01
909,00,10,00,01,01,01,10,10,00
910,00,10,00,01,01,01,10,00,10
911,00,10,00,01,01,01,00,10,10
912,00,10,00,00,10,10,01,01,01
913,00,01,10,10,01,10,10,01,01
914,00,01,10,10,01,10,00,01,00
915,00,01,10,10,01,01,10,01,10
916,00,01,10,10,01,00,10,01,00
917,00,01,10,10,01,00,00,01,10
918,00,01,10,00,01,10,10,01,00
919,00,01,10,00,01,00,10,01,10
920,00,01,01,10,10,01,10,10,01
921,00,01,01,10,01,10,10,01,10
922,00,01,01,10,01,10,01,10,10
923,00,01,00,10,01,10,10,01,00
924,00,01,00,10,01,10,00,01,10
925,00,01,00,10,01,00,10,01,10
926,00,01,00,00,01,10,10,01,10
927,00,00,10,10,10,00,01,01,01
928,00,00,10,10,00,10,01,01,01
929,00,00,10,01,01,01,10,10,00
930,00,00,10,01,01,01,10,00,10
931,00,00,10,01,01,01,00,10,10
932,00,00,10,00,10,10,01,01,01
933,00,00,01,10,10,01,10,00,01
934,00,00,01,10,10,01,00,10,01
935,00,00,01,10,01,10,01,10,00
936,00,00,01,10,01,10,01,00,10
937,00,00,01,10,01,00,01,10,10
938,00,00,01,10,00,01,10,10,01
939,00,00,01,00,10,01,10,10,01
940,00,00,01,00,01,10,01,10,10
941,10,10,01,01,10,10,10,01,01
942,10,10,01,01,01,10,10,10,01
943,10,10,01,01,01,10,10,01,10
944,10,01,10,10,10,01,01,10,01
945,10,01,10,10,01,10,01,10,01
946,10,01,10,10,01,01,01,10,10
947,10,01,10,01,10,10,01,10,01
948,10,01,10,01,01,10,10,10,01
949,10,01,01,01,10,10,10,10,01
950,01,10,10,10,10,01,01,01,10
951,01,10,10,10,01,01,10,01,10
952,01,10,10,10,01,01,01,10,10
953,01,10,01,10,10,01,10,01,10
954,01,10,01,10,01,10,10,01,10
955,01,10,01,01,10,10,10,01,10
956,01,01,10,10,10,01,01,10,10
